pl_name,pl_rade,pl_radj,pl_bmasse,pl_orbsmax,pl_orbper,discoverymethod,disc_year
"GJ 436 b",4.17000000,0.37200000,22.10000000,0.0291000000,2.64388312000,"Radial Velocity",2004
"WASP-80 b",11.19779100,0.99900000,170.99254000,0.0344000000,3.06785234000,"Transit",2012
"HATS-6 b",11.18658200,0.99800000,101.38777000,0.0362300000,3.32527250000,"Transit",2015
"TOI-431 d",3.29000000,0.29351465,9.90000000,0.0980000000,12.46103000000,"Transit",2021
"TRAPPIST-1 b",1.11600000,0.09956302,1.37400000,0.0115400000,1.51082600000,"Transit",2016
"TRAPPIST-1 c",1.09700000,0.09786795,1.30800000,0.0158000000,2.42193700000,"Transit",2016
"TRAPPIST-1 d",0.78800000,0.07030077,0.38800000,0.0222700000,4.04921900000,"Transit",2016
"TRAPPIST-1 e",0.92000000,0.08207704,0.69200000,0.0292500000,6.10101300000,"Transit",2017
"TRAPPIST-1 f",1.04500000,0.09322882,1.03900000,0.0384900000,9.20754000000,"Transit",2017
"TRAPPIST-1 g",1.12900000,0.10072281,1.32100000,0.0468300000,12.35244600000,"Transit",2017
"TRAPPIST-1 h",0.75500000,0.06735670,0.32600000,0.0618900000,18.77286600000,"Transit",2017
"K2-34 b",13.75000000,1.22669495,,0.0442000000,2.99563480000,"Transit",2016
"TOI-1442 b",1.17000000,0.10438059,,0.0071000000,0.40906770000,"Transit",2022
"TOI-2260 b",1.62000000,0.14452697,,0.0097000000,0.35247280000,"Transit",2022
"TOI-2445 b",1.25000000,0.11151772,,0.0064000000,0.37112810000,"Transit",2022
"TOI-2109 b",15.09849700,1.34700000,1595.49860314,0.0179100000,0.67247414000,"Transit",2021
"HATS-75 b",9.90873894,0.88400000,156.05374784,0.0327420000,2.78865560000,"Transit",2021
"LTT 1445 A c",1.14700000,0.10232866,1.54000000,0.0266100000,3.12390350000,"Transit",2022
"WASP-18 b",13.89913607,1.24000000,3241.84975140,0.0202400000,0.94145223000,"Transit",2009
"WASP-19 b",15.86070769,1.41500000,366.77398168,0.0165200000,0.78883852000,"Transit",2009
"WASP-189 b",18.14733975,1.61900000,632.47852993,0.0505300000,2.72403300000,"Transit",2020
"TOI-1670 b",2.06000000,0.18378121,41.31769291,0.1030000000,10.98462000000,"Transit",2022
"TOI-1670 c",11.06326395,0.98700000,200.23189641,0.2490000000,40.74976000000,"Transit",2022
"K2-22 b",2.30000000,0.20519261,,,0.38107300000,"Transit",2015
"TOI-500 b",1.16600000,0.10402373,1.42000000,0.0118900000,0.54817700000,"Transit",2022
"TOI-500 c",,,5.03000000,,6.63560000000,"Radial Velocity",2022
"TOI-500 d",,,33.12000000,,26.23300000000,"Radial Velocity",2022
"TOI-500 e",,,15.05000000,,61.30000000000,"Radial Velocity",2022
"GJ 3929 b",1.09000000,0.09724345,1.75000000,0.0252000000,2.61623500000,"Transit",2022
"GJ 3929 c",,,5.71000000,0.0810000000,15.04000000000,"Radial Velocity",2022
"HD 260655 b",1.24000000,0.11062558,2.14000000,0.0293300000,2.76953000000,"Transit",2022
"HD 260655 c",1.53300000,0.13676533,3.09000000,0.0474900000,5.70588000000,"Transit",2022
"TOI-3714 b",11.32107051,1.01000000,222.47988490,0.0270000000,2.15484900000,"Transit",2022
"Kepler-167 b",1.71800000,0.15326996,,0.0482500000,4.39315390000,"Transit",2014
"Kepler-167 c",1.67400000,0.14934453,,0.0684000000,7.40610600000,"Transit",2014
"Kepler-167 d",1.23800000,0.11044715,,0.1404000000,21.80379000000,"Transit",2016
"Kepler-167 e",10.16000000,0.90641605,321.00669107,1.8830000000,1071.23205000000,"Transit",2016
"TOI-3757 b",12.00000000,1.07057014,85.30000000,0.0384500000,3.43875300000,"Transit",2022
"WASP-7 b",14.90797000,1.33000000,305.11680000,0.0617000000,4.95464160000,"Transit",2008
"K2-33 b",5.04000000,0.44963868,1175.97100000,,5.42486500000,"Transit",2016
"KELT-20 b",19.51486900,1.74100000,1074.90106000,0.0542000000,3.47410850000,"Transit",2017
"K2-18 c",,,7.51000000,0.0600000000,8.96200000000,"Radial Velocity",2017
"GJ 3470 b",4.57000000,0.40770809,13.90000000,0.0355000000,3.33664960000,"Radial Velocity",2012
"K2-232 b",11.20900000,1.00000000,126.49634000,0.1035600000,11.16845400000,"Transit",2018
"HAT-P-30 b",16.14096000,1.44000000,263.79890000,,2.81060000000,"Transit",2011
"HAT-P-14 b",15.91678000,1.42000000,1093.33520000,,4.62767000000,"Transit",2010
"HAT-P-17 b",11.76945000,1.05000000,184.34140000,,10.33852000000,"Transit",2012
"HAT-P-26 b",7.06167000,0.63000000,22.24810000,,4.23452000000,"Transit",2010
"TrES-4 b",18.04649000,1.61000000,247.90740000,,3.55395000000,"Transit",2007
"HD 149026 b",8.29466000,0.74000000,120.77540000,,2.87589000000,"Radial Velocity",2005
"HD 189733 b",12.66617000,1.13000000,359.14790000,,2.21857567000,"Radial Velocity",2005
"HD 209458 b",15.58051000,1.39000000,232.01590000,,3.52474859000,"Radial Velocity",1999
"WASP-15 b",15.80469000,1.41000000,171.62820000,,3.75210000000,"Transit",2009
"WASP-17 b",20.96083000,1.87000000,247.90740000,,3.73543000000,"Transit",2009
"WASP-94 A b",17.71022000,1.58000000,158.91500000,,3.95019000000,"Transit",2014
"WASP-63 b",15.80469000,1.41000000,117.59710000,,4.37808000000,"Transit",2012
"KELT-7 b",17.93440000,1.60000000,441.78370000,,2.73477000000,"Transit",2015
"KELT-8 b",18.15858000,1.62000000,209.76780000,,3.24406000000,"Transit",2015
"NGTS-2 b",17.87835500,1.59500000,235.19420000,0.0630000000,4.51116400000,"Transit",2018
"WASP-164 b",12.64375200,1.12800000,676.97790000,0.0281800000,1.77712550000,"Transit",2018
"K2-18 b",2.37000000,0.21143724,8.92000000,0.1429000000,32.93962300000,"Transit",2015
"TOI-1075 b",1.79100000,0.15978259,9.95000000,0.0115900000,0.60473280000,"Transit",2022
"WASP-148 b",8.47398941,0.75600000,91.21675281,0.0821500000,8.80380900000,"Transit",2020
"WASP-148 c",,,124.58873554,0.2044000000,34.52400000000,"Radial Velocity",2020
"LP 890-9 b",1.32000000,0.11776272,13.20000000,0.0187500000,2.72990250000,"Transit",2022
"LP 890-9 c",1.36700000,0.12195578,25.30000000,0.0398400000,8.45746300000,"Transit",2022
"HD 20329 b",1.72000000,0.15344839,7.42000000,0.0180000000,0.92611800000,"Transit",2022
"TOI-700 b",0.91400000,0.08154176,,0.0677000000,9.97721900000,"Transit",2020
"TOI-700 c",2.60000000,0.23195686,,0.0929000000,16.05113700000,"Transit",2020
"TOI-700 d",1.07300000,0.09572681,,0.1633000000,37.42396000000,"Transit",2020
"TOI-700 e",0.95300000,0.08502111,,0.1340000000,27.80978000000,"Transit",2023
"TOI-3235 b",11.39953337,1.01700000,211.35589065,0.0270900000,2.59261842000,"Transit",2023
"TOI-836 b",1.70400000,0.15202096,4.53000000,0.0422000000,3.81673000000,"Transit",2023
"TOI-836.01",2.58700000,0.23079708,9.60000000,0.0750000000,8.59545000000,"Transit",2021
"TOI-181 b",6.95590000,0.63390000,46.16870000,0.0539000000,4.53200000000,"Transit",2023
"TOI-5205 b",11.60000000,1.03000000,343.00000000,0.0199000000,1.63075700000,"Transit",2023
"K2-141 b",1.51000000,0.13471341,4.97000000,0.0074700000,0.28032440000,"Transit",2018
"K2-141 c",7.00000000,0.62449925,8.00000000,0.0683000000,7.74850000000,"Transit",2018
"LP 791-18 b",1.21200000,0.10812758,,0.0097800000,0.94799810000,"Transit",2019
"HD 207496 b",2.25000000,0.20073190,6.10000000,0.0629000000,6.44100800000,"Transit",2023
"TOI-1416 b",1.62000000,0.14452697,3.48000000,0.0190000000,1.06975680000,"Transit",2023
"TOI-4010 b",3.02000000,0.26942682,11.00000000,0.0229000000,1.34833500000,"Transit",2023
"TOI-4010 c",5.93000000,0.52904008,20.31000000,0.0580000000,5.41465400000,"Transit",2023
"TOI-4010 d",6.18000000,0.55134362,38.15000000,0.1130000000,14.70886000000,"Transit",2023
"TOI-4010 e",,,692.00000000,1.5700000000,762.00000000000,"Radial Velocity",2023
"WASP-84 b",10.72000000,0.95600000,220.00000000,0.0778000000,8.52349648000,"Transit",2014
"WASP-84 c",1.95000000,0.17400000,15.20000000,0.0235900000,1.44688490000,"Transit",2023
"TOI-3984 A b",7.90000000,0.71000000,44.00000000,0.0410000000,4.35332600000,"Transit",2023
"TOI-5293 A b",11.90000000,1.06000000,170.40000000,0.0340000000,2.93028900000,"Transit",2023
"GJ 367 c",,,4.13000000,,11.53010000000,"Radial Velocity",2023
"GJ 367 d",,,6.03000000,,34.36900000000,"Radial Velocity",2023
"GJ 357 b",1.20000000,0.10705701,,0.0360000000,3.93060000000,"Transit",2019
"TOI-199 b",9.07927437,0.81000000,54.03082919,0.4254000000,104.85400000000,"Transit",2023
"TOI-199 c",,,88.99195396,0.8070000000,273.69000000000,"Transit Timing Variations",2023
"LHS 475 b",0.99100000,0.08841125,,,2.02908800000,"Transit",2023
"TOI-1801 b",2.07900000,0.18600000,5.73800000,,10.64387000000,"Transit",2023
"TOI-1420 b",11.89000000,1.06075658,25.10000000,0.0710000000,6.95610630000,"Transit",2023
"HD 110067 b",2.20000000,0.19627119,5.69000000,0.0793000000,9.11367800000,"Transit",2023
"HD 110067 c",2.38800000,0.21304346,6.30000000,0.1039000000,13.67369400000,"Transit",2023
"HD 110067 d",2.85200000,0.25443884,8.52000000,0.1362000000,20.51961700000,"Transit",2023
"HD 110067 e",1.94000000,0.17307551,3.90000000,0.1785000000,30.79309100000,"Transit",2023
"HD 110067 f",2.60100000,0.23204608,5.04000000,0.2163000000,41.05854000000,"Transit",2023
"HD 110067 g",2.60700000,0.23258136,8.40000000,0.2621000000,54.76992000000,"Transit",2023
"AU Mic d",,,1.05300000,,12.73596000000,"Transit Timing Variations",2023
"GJ 806 b",1.33100000,0.11874407,1.90000000,0.0140600000,0.92632370000,"Transit",2023
"GJ 806 c",,,5.80000000,0.0523000000,6.64064000000,"Radial Velocity",2023
"HAT-P-65 b",18.05766791,1.61100000,176.07693748,0.0404200000,2.60544751000,"Transit",2016
"Kepler-620 b",3.32000000,0.29619056,,,12.91375431000,"Transit",2016
"DS Tuc A b",5.70000000,0.50851994,,,8.13826800000,"Transit",2019
"TOI-6158 b",10.40000000,0.93000000,135.00000000,0.0327500000,3.04468990000,"Transit",2026
"KMT-2024-BLG-0349L b",,,3769.44490702,6.4600000000,,"Microlensing",2026
"TOI-2048 b",2.61000000,0.23284900,,,13.79019000000,"Transit",2022
"Kepler-18 b",2.00000000,0.17800000,6.90000000,0.0447000000,3.50472500000,"Transit",2011
"Kepler-234 b",3.70000000,0.33000000,,0.0400000000,2.71150600000,"Transit",2014
"Kepler-1373 b",1.16000000,0.10348827,,,1.29123275000,"Transit",2016
"K2-113 b",12.14000000,1.08305826,,0.0642000000,5.81768500000,"Transit",2017
"TOI-2000 b",2.70000000,0.24100000,11.00000000,0.0427100000,3.09833000000,"Transit",2023
"Kepler-770 d",1.40000000,0.12489963,,,4.15244722000,"Transit",2016
"HAT-P-32 b",22.19382000,1.98000000,216.12440000,0.0339700000,2.15000820000,"Transit",2011
"WASP-166 b",7.06167000,0.63000000,32.10083000,0.0641000000,5.44354000000,"Transit",2019
"HD 106315 b",2.44000000,0.21768222,12.60000000,0.0907000000,9.55237000000,"Transit",2017
"HD 106315 c",4.35000000,0.38808101,15.20000000,0.1536000000,21.05704000000,"Transit",2017
"GJ 357 c",,,3.40000000,0.0610000000,9.12470000000,"Radial Velocity",2019
"GJ 357 d",,,6.10000000,0.2040000000,55.66100000000,"Radial Velocity",2019
"WASP-178 b",20.28829000,1.81000000,527.59780000,0.0558000000,3.34482850000,"Transit",2019
"WASP-39 b",14.33631100,1.27900000,89.31023000,0.0482800000,4.05529410000,"Transit",2011
"GJ 9827 b",1.44000000,0.12846842,4.28000000,0.0189000000,1.20897400000,"Transit",2017
"GJ 9827 c",1.13000000,0.10081202,1.86000000,0.0395000000,3.64810300000,"Transit",2017
"LTT 3780 b",1.32500000,0.11820879,2.46000000,0.0119500000,0.76837931000,"Transit",2020
"LTT 3780 c",2.39000000,0.21322189,8.04000000,0.0757000000,12.25228400000,"Transit",2020
"LHS 1140 b",1.73000000,0.15434053,5.60000000,0.0946000000,24.73723000000,"Transit",2017
"LHS 1140 c",1.27200000,0.11348043,1.91000000,0.0270000000,3.77794000000,"Transit",2018
"GJ 1214 b",2.73300000,0.24382235,8.41000000,0.0150500000,1.58040453100,"Transit",2009
"TOI-1136 b",,,3.50000000,0.0510600000,4.17270000000,"Transit",2022
"TOI-1136 c",,,6.32000000,0.0669000000,6.25740000000,"Transit",2022
"TOI-1136 d",,,8.35000000,0.1062000000,12.51990000000,"Transit",2022
"TOI-1136 e",,,6.07000000,,18.80100000000,"Transit",2022
"TOI-1136 f",,,9.70000000,0.1740000000,26.32100000000,"Transit",2022
"TOI-1136 g",,,5.60000000,0.2290000000,39.54500000000,"Transit",2022
"TOI-1899 b",11.09689089,0.99000000,212.94503269,0.1525000000,29.09031200000,"Transit",2020
"PH2 b",9.33708092,0.83300000,87.08498352,0.8330000000,282.52542000000,"Transit",2013
"WASP-47 b",12.86000000,1.14729433,374.00000000,,4.15915100000,"Transit",2012
"WASP-47 c",,,447.00000000,,589.57000000000,"Radial Velocity",2015
"WASP-47 d",3.65000000,0.32563175,15.50000000,,9.03050100000,"Transit",2015
"WASP-47 e",1.83000000,0.16326195,9.00000000,,0.78961000000,"Transit",2015
"TOI-776 b",1.79800000,0.16040709,5.00000000,0.0653000000,8.24662000000,"Transit",2020
"TOI-776 c",2.04700000,0.18262142,6.90000000,0.1001000000,15.66532300000,"Transit",2020
"WASP-76 b",20.78145022,1.85400000,284.13859586,0.0330000000,1.80988198000,"Transit",2016
"HIP 9618 b",3.82838127,0.34154589,8.30000000,0.1450000000,20.77285800000,"Transit",2023
"HIP 9618 c",3.42855926,0.30587610,7.00000000,0.2690000000,52.56363000000,"Transit",2023
"TOI-1823 b",7.54062410,0.67273058,67.40000000,0.2120000000,38.80000000000,"Transit",2024
"TOI-849 b",3.64000000,0.32473961,41.80000000,0.0155000000,0.76554800000,"Transit",2020
"HD 63935 b",2.91575244,0.26012646,10.50000000,0.0830000000,9.05880700000,"Transit",2021
"HD 63935 c",3.06451296,0.27339800,11.10000000,0.1480000000,21.40270000000,"Radial Velocity",2021
"TOI-1807 b",1.49681583,0.13353719,2.44000000,0.0122000000,0.54937097000,"Transit",2021
"LTT 1445 A b",1.34000000,0.11954700,2.73000000,0.0381000000,5.35876350000,"Transit",2019
"TOI-6255 b",1.07900000,0.09626210,1.44000000,,0.23818244000,"Transit",2024
"TOI-421 b",2.64000000,0.23552543,6.70000000,0.0554000000,5.19757600000,"Transit",2020
"TOI-421 c",5.09000000,0.45410017,14.10000000,0.1170000000,16.06754100000,"Transit",2020
"TOI-1338 b",7.66100000,0.68350000,11.30000000,,95.40010000000,"Transit",2020
"TOI-1338 c",,,75.40000000,,215.79000000000,"Radial Velocity",2023
"TOI-3884 b",6.43000000,0.57364716,32.59000000,0.0361000000,4.54458280000,"Transit",2022
"GJ 1132 b",1.19151465,0.10630000,1.83704819,0.0157000000,1.62892911000,"Transit",2015
"HIP 67522 b",9.98720180,0.89100000,,0.0748000000,6.95947310000,"Transit",2020
"HIP 67522 c",7.93595834,0.70800000,,0.1228000000,14.33489200000,"Transit",2024
"GJ 9827 d",1.98000000,0.17664407,3.02000000,0.0530000000,6.20183000000,"Transit",2017
"GJ 486 b",1.28900000,0.11499708,2.77000000,0.0171400000,1.46712127000,"Radial Velocity",2021
"L 168-9 b",1.63000000,0.14541911,4.07000000,0.0208000000,1.40152604000,"Transit",2020
"TOI-1130 b",3.66000000,0.32652389,19.80000000,0.0453000000,4.07455400000,"Transit",2020
"TOI-1130 c",13.00000000,1.15978431,336.00000000,0.0731000000,8.35018980000,"Transit",2020
"Kepler-51 e",,,5.40000000,,264.28400000000,"Transit Timing Variations",2024
"IRAS 04125+2902 b",10.73820351,0.95800000,,0.0770000000,8.83497800000,"Transit",2024
"WASP-12 b",22.02564708,1.96500000,,0.0234000000,1.09141890100,"Transit",2008
"HD 15337 b",1.77000000,0.15790910,6.51900000,,4.75598040000,"Transit",2019
"HD 15337 c",2.52600000,0.22535501,6.79200000,,17.18054600000,"Transit",2019
"GJ 341 b",0.88000000,0.07850848,4.00000000,,7.57686000000,"Transit",2025
"TOI-561 b",1.39700000,0.12463221,2.02000000,0.0106400000,0.44656970000,"Transit",2020
"TOI-561 c",2.86500000,0.25559862,5.93000000,0.0889000000,10.77883800000,"Transit",2020
"TOI-561 d",2.61500000,0.23329508,13.33000000,0.1587000000,25.71268000000,"Transit",2020
"TOI-561 e",2.51700000,0.22455209,12.40000000,0.3300000000,77.14400000000,"Transit",2020
"HAT-P-11 b",,,23.51930212,0.0525800000,4.88800000000,"Transit",2010
"HAT-P-11 c",,,851.78013076,4.1000000000,3361.00000000000,"Radial Velocity",2018
"TOI-677 b",13.11450742,1.17000000,392.20025424,0.1041000000,11.23659850000,"Transit",2020
"BD+05 4868 A b",,,6.20000000,0.0208000000,1.27186900000,"Transit",2025
"WASP-131 b",13.74221034,1.22600000,86.76715511,0.0608000000,5.32201250000,"Transit",2016
"TOI-6324 b",1.05900000,0.09447781,1.17000000,,0.27922100000,"Transit",2025
"TOI-771 b",1.36000000,0.12133128,2.47000000,0.0208000000,2.32601550000,"Transit",2024
"TOI-771 c",,,2.87000000,0.0460000000,7.61000000000,"Radial Velocity",2025
"WASP-77 A b",,,529.31142902,0.0232336330,1.36002939500,"Transit",2012
"TOI-6894 b",9.58367850,0.85500000,53.39517238,0.0260400000,3.37077196000,"Transit",2025
"KELT-11 b",15.13212395,1.35000000,65.15482343,0.0623000000,4.73620865000,"Transit",2017
"TOI-1468 b",1.40100000,0.12498906,3.04000000,0.0210700000,1.88052010000,"Transit",2022
"TOI-1468 c",2.12600000,0.18966934,4.10000000,0.0860800000,15.53247700000,"Transit",2022
"TOI-2031 A b",14.20177855,1.26700000,254.26272560,0.0660000000,5.71548654000,"Transit",2025
"L 98-59 b",0.83700000,0.07467227,0.46000000,0.0223000000,2.25311400000,"Transit",2019
"L 98-59 c",1.32900000,0.11856564,2.00000000,0.0309000000,3.69067640000,"Transit",2019
"L 98-59 d",1.62700000,0.14515147,1.64000000,0.0494000000,7.45072900000,"Transit",2019
"L 98-59 e",,,2.82000000,0.0712000000,12.82780000000,"Radial Velocity",2021
"L 98-59 f",,,2.80000000,0.1052000000,23.06400000000,"Radial Velocity",2025
"WASP-69 b",11.21000000,1.00000000,82.58000000,0.0453000000,3.86813881000,"Transit",2014
"TOI-125 b",2.72600000,0.24319743,9.50000000,0.0518600000,4.65382000000,"Transit",2019
"TOI-125 c",2.75900000,0.24614149,6.63000000,0.0814000000,9.15059000000,"Transit",2019
"TOI-125 d",2.93000000,0.26139709,13.60000000,0.1370000000,19.98000000000,"Transit",2020
"HATS-48 A b",8.96720000,0.80000000,77.23269000,0.0376900000,3.13166660000,"Transit",2020
"HATS-72 b",8.09738160,0.72240000,39.85588200,0.0665170000,7.32794740000,"Transit",2020
"NGTS-11 b",9.15775300,0.81700000,109.33352000,0.2010000000,35.45533000000,"Transit",2020
"HD 86226 b",,,143.02350000,2.7300000000,1628.00000000000,"Radial Velocity",2009
"WD 1856+534 b",10.40000000,0.92782585,4386.05400000,0.0204000000,1.40794050000,"Transit",2020
"LTT 9779 b",4.72000000,0.42109020,29.32000000,0.0167900000,0.79205200000,"Transit",2020
"TOI-824 b",2.92600000,0.26104024,18.46700000,0.0217700000,1.39297800000,"Transit",2020
"GJ 3473 c",,,7.41000000,0.0876000000,15.50900000000,"Radial Velocity",2020
"WASP-127 b",14.69499900,1.31100000,52.34660100,0.0484000000,4.17806203000,"Transit",2016
"55 Cnc e",1.87500000,0.16727630,7.99000000,0.0154400000,0.73654740000,"Radial Velocity",2004
"WASP-139 b",8.96720000,0.80000000,37.18611000,0.0620000000,5.92426200000,"Transit",2016
"K2-287 b",9.49402300,0.84700000,100.11645000,0.1206000000,14.89329100000,"Transit",2018
"GJ 3473 b",1.26400000,0.11276653,1.86000000,0.0158900000,1.19800350000,"Transit",2020
"Kepler-12 b",19.66058600,1.75400000,137.30256000,0.0553000000,4.43796290000,"Transit",2011
"HD 86226 c",2.16000000,0.19270229,7.25000000,0.0490000000,3.98442000000,"Transit",2020
"TOI-1231 b",3.65000000,0.32563175,15.40000000,0.1288000000,24.24558600000,"Transit",2021
"LHS 1478 b",1.24200000,0.11080401,2.33000000,0.0184800000,1.94953780000,"Transit",2021
"TOI-674 b",5.25000000,0.46837443,23.60000000,0.0250000000,1.97714300000,"Transit",2021
"TOI-431 b",1.28000000,0.11419415,3.07000000,0.0113000000,0.49004700000,"Transit",2021
"TOI-431 c",,,2.83000000,0.0520000000,4.84940000000,"Radial Velocity",2021
"TOI-178 b",1.20000000,0.10705701,0.96000000,,1.91456010000,"Transit",2021
"TOI-178 c",1.75400000,0.15648167,4.64000000,,3.23848600000,"Transit",2021
"TOI-178 d",2.69500000,0.24043221,5.20000000,,6.55756900000,"Transit",2021
"TOI-178 e",2.30100000,0.20528182,3.48000000,,9.96318000000,"Transit",2021
"TOI-178 f",2.41700000,0.21563067,5.63000000,,15.23335000000,"Transit",2021
"TOI-178 g",2.93900000,0.26220047,4.40000000,,20.71663000000,"Transit",2021
"HD 80606 b",11.56766808,1.03200000,1323.46926959,0.4603000000,111.43676500000,"Radial Velocity",2001
"AU Mic e",,,21.10000000,,33.11000000000,"Radial Velocity",2025
"TOI-270 b",1.28000000,0.11419415,1.48000000,,3.35992000000,"Transit",2019
"TOI-270 c",2.33000000,0.20786903,6.20000000,,5.66051000000,"Transit",2019
"TOI-270 d",2.00000000,0.17842836,4.20000000,,11.38194000000,"Transit",2019
"TOI-6109 b",4.87040000,0.43450873,,0.0599000000,5.69047600000,"Transit",2025
"TOI-6109 c",4.83260000,0.43113644,,0.0786000000,8.53887800000,"Transit",2025
"WASP-6 b",12.54284940,1.11900000,148.42586607,,3.36100260000,"Transit",2009
"WASP-25 b",13.80946422,1.23200000,179.25522155,,3.76483370000,"Transit",2010
"55 Cnc B b",,,3.50000000,0.0440000000,6.79940000000,"Radial Velocity",2025
"55 Cnc B c",,,5.30000000,0.1300000000,33.74700000000,"Radial Velocity",2025
"55 Cnc b",,,276.00000000,0.1180000000,14.65155200000,"Radial Velocity",1996
"55 Cnc c",,,56.60000000,0.2470000000,44.39360000000,"Radial Velocity",2004
"55 Cnc d",,,1214.10451474,5.6000000000,4799.00000000000,"Radial Velocity",2002
"55 Cnc f",,,48.50000000,0.8020000000,260.58000000000,"Radial Velocity",2007
"TOI-1685 b",1.42100000,0.12677335,3.07000000,0.0116400000,0.66913923000,"Transit",2021
"WASP-193 b",14.78464554,1.31900000,35.59678158,0.0668000000,6.24634750000,"Transit",2023
"WASP-121 b",19.52604438,1.74200000,371.85923619,0.0257100000,1.27492504000,"Transit",2016
"WASP-20 b",15.46839337,1.38000000,,,,"Transit",2015
"GJ 3090 b",2.18000000,0.19448691,4.52000000,0.0316000000,2.85310198000,"Transit",2022
"GJ 3090 c",,,10.00000000,0.0997000000,15.94070000000,"Radial Velocity",2026
"V1298 Tau b",9.41000000,0.83950542,13.10000000,0.1685000000,24.14000600000,"Transit",2019
"V1298 Tau c",5.08000000,0.45320802,4.70000000,0.0824000000,8.24916400000,"Transit",2019
"V1298 Tau d",6.53000000,0.58256858,6.00000000,0.1081000000,12.40139400000,"Transit",2019
"V1298 Tau e",10.17000000,0.90730819,15.30000000,0.2689000000,48.67771400000,"Transit",2019
"LP 791-18 c",2.48800000,0.22196488,7.16000000,0.0296100000,4.98991000000,"Transit",2019
"LP 791-18 d",1.03200000,0.09206903,0.91000000,0.0199200000,2.75485000000,"Transit",2023
"AU Mic b",4.79000000,0.42733591,8.99000000,0.0700000000,8.46344600000,"Transit",2020
"AU Mic c",2.79000000,0.24890756,14.46000000,0.1190000000,18.85902300000,"Transit",2021
"TOI-4336 A b",2.13700000,0.19065070,3.33000000,0.0849000000,16.33635100000,"Transit",2024
"TOI-4336 A c",1.25100000,0.11160694,1.55000000,0.0509200000,7.58726600000,"Transit",2026
"TOI-451 b",1.84000000,0.16415409,4.70000000,0.0274000000,1.85870330000,"Transit",2020
"TOI-451 c",2.93000000,0.26139754,3.70000000,0.0795000000,9.19246300000,"Transit",2020
"TOI-451 d",3.93000000,0.35061172,10.20000000,0.1168000000,16.36496200000,"Transit",2020
"TOI-2431 b",1.53400000,0.13685455,6.20000000,0.0063000000,0.22419578000,"Transit",2026
"TOI-2076 b",2.59000000,0.23106472,6.70000000,0.0878100000,10.35504000000,"Transit",2021
"TOI-2076 c",3.54000000,0.31581819,7.20000000,0.1407000000,21.01447000000,"Transit",2021
"TOI-2076 d",3.27000000,0.29173036,7.30000000,0.1982000000,35.12803000000,"Transit",2021
"TOI-2076 e",1.30100000,0.11606765,4.70000000,0.0386300000,3.02237530000,"Transit",2025
"LHS 3844 b",1.28600000,0.11472943,2.37000000,0.0062400000,0.46292970900,"Transit",2019
"TOI-2374 b",7.48759911,0.66800000,61.65871096,0.0481800000,4.31361930000,"Transit",2024
"GJ 1132 c",,,2.91000000,,8.92900000000,"Radial Velocity",2018
"GJ 367 b",0.73600000,0.06566164,0.50300000,,0.32192260000,"Transit",2021
"HIP 41378 b",2.64000000,0.23552543,6.90000000,,15.57209000000,"Transit",2016
"HIP 41378 c",2.74000000,0.24444685,5.97000000,,31.70591000000,"Transit",2016
"HIP 41378 g",,,5.75000000,,63.19000000000,"Radial Velocity",2025
"HIP 41378 d",3.65000000,0.32563175,6.53000000,,278.36180000000,"Transit",2016
"HIP 41378 e",5.19000000,0.46302158,7.62000000,,393.00000000000,"Transit",2016
"HIP 41378 f",9.47000000,0.84485827,25.00000000,,542.07970000000,"Transit",2016
"TOI-260 b",1.71000000,0.15255624,4.23000000,0.0943000000,13.47585300000,"Transit",2024
"KELT-9 b",21.70058664,1.93600000,915.34581216,0.0336800000,1.48112350000,"Transit",2017
"TOI-2134 b",2.73500000,0.24400078,9.37000000,0.0780300000,9.22919800000,"Transit",2023
"TOI-2134 c",7.35000000,0.65572421,58.30000000,0.3715000000,95.85284000000,"Transit",2023
"HD 3167 b",1.60100000,0.14283190,4.84400000,0.0181400000,0.95965451000,"Transit",2016
"HD 3167 c",2.98300000,0.26612589,11.41000000,0.1794000000,29.84651100000,"Transit",2016
"HD 3167 d",,,7.30000000,0.0770000000,8.39670000000,"Radial Velocity",2017
"HD 3167 e",,,14.90000000,0.3797000000,91.90000000000,"Radial Velocity",2022
"NGTS-10 b",13.89913607,1.24000000,,,0.76689440000,"Transit",2020
"TOI-1173 b",8.77663189,0.78300000,28.28672822,,7.06439710000,"Transit",2024
"WASP-107 b",10.48039695,0.93500000,33.02237149,,5.72148750000,"Transit",2017
"WASP-107 c",,,,,1091.00000000000,"Radial Velocity",2020
"HAT-P-18 b",10.70457657,0.95500000,55.52462270,,5.50802910000,"Transit",2010
"HD 278555 b",11.02963701,0.98400000,266.97586188,0.1985000000,28.84243800000,"Transit",2026
"KMT-2021-BLG-2010L b",,,340.07639549,1.7900000000,,"Microlensing",2023
"KMT-2019-BLG-1715L b",,,813.64072192,3.3200000000,,"Microlensing",2021
"TIC 270471727 b",2.75029559,0.24536536,,,10.45623256647,"Transit",2026
"TOI-1749 d",2.52000000,0.22481973,15.00000000,0.0707000000,9.04970000000,"Transit",2021
"Kepler-354 b",1.84000000,0.16400000,,0.0540000000,5.47666000000,"Transit",2014
"HD 50499 b",,,519.96988000,3.8330000000,2447.10000000000,"Radial Velocity",2005
