pl_name,pl_rade,pl_radj,pl_bmasse,pl_orbsmax,pl_orbper,discoverymethod,disc_year
"HIP 65426 b",16.81350000,1.50000000,2860.47000000,92.0000000000,,"Imaging",2017
"tau Boo b",,,1373.02560000,0.0490000000,3.31245680000,"Radial Velocity",1996
"HD 128311 b",,,562.24127000,1.0840000000,453.01900000000,"Radial Velocity",2002
"HD 28109 d",3.11000000,0.27745609,5.80000000,,84.28990000000,"Transit",2022
"HD 109833 c",2.59000000,0.23106472,,,13.90014800000,"Transit",2022
"Kepler-302 c",12.45000000,1.11100000,,0.5030000000,127.28218400000,"Transit",2014
"HD 191939 b",3.41000000,0.30422035,10.00000000,0.0804000000,8.88032560000,"Transit",2020
"K2-55 b",4.43000000,0.39521881,44.00000000,,2.84927100000,"Transit",2016
"HD 47536 b",,,2330.00000000,1.9300000000,712.13000000000,"Radial Velocity",2002
"BD-17 63 b",,,1639.99458012,,655.57000000000,"Radial Velocity",2008
"Kepler-235 d",2.05000000,0.18300000,,0.1220000000,20.06054800000,"Transit",2014
"HD 169830 c",,,2437.42605328,3.0750000000,1818.82339000000,"Radial Velocity",2003
"Kepler-1085 b",7.22000000,0.64412526,,,219.32175280000,"Transit",2016
"Kepler-1680 b",1.35954736,0.12129069,,,8.77424000000,"Transit",2020
"Kepler-963 c",0.60000000,0.05352851,,,0.91978300000,"Transit",2024
"Kepler-208 d",1.20000000,0.10700000,,0.1030000000,11.13178600000,"Transit",2014
"Kepler-108 c",8.18000000,0.73000000,,0.7210000000,190.32349400000,"Transit",2014
"Kepler-1823 b",2.08612680,0.18611209,,,21.10339928000,"Transit",2021
"Kepler-1979 b",29.33000000,2.61665184,,0.1383000000,18.50845260000,"Transit",2023
"Kepler-1409 b",1.04000000,0.09278259,,,0.76486492600,"Transit",2016
"Kepler-1573 b",1.20000000,0.10705683,,,2.61575540000,"Transit",2016
"TOI-1453 c",2.22400000,0.19841233,2.95000000,,6.58869820000,"Transit",2025
"Kepler-769 b",2.92000000,0.26050495,,,7.42608998000,"Transit",2016
"K2-50 b",1.59000000,0.14185030,,0.0705000000,8.75290000000,"Transit",2016
"Kepler-1467 b",3.30000000,0.29440628,,,47.05690430000,"Transit",2016
"Kepler-323 c",1.57000000,0.14006626,6.80000000,0.0458000000,3.55382290000,"Transit",2014
"Kepler-1142 b",1.47000000,0.13114462,,,18.30272480000,"Transit",2016
"K2-417 b",3.31000000,0.29529893,699.22249540,0.0630000000,6.53500000000,"Transit",2023
"2M0437 b",,,1271.31362800,118.0000000000,,"Imaging",2021
"HD 89345 b",7.39794000,0.66000000,34.96130000,0.1066000000,11.81430000000,"Transit",2018
"HD 110537 b",,,8612.83200129,16.7140000000,24469.67342000000,"Radial Velocity",2022
"Kepler-24 d",1.67000000,0.14900000,,0.0510000000,4.24438400000,"Transit",2014
"Kepler-306 b",1.52000000,0.13600000,,0.0500000000,4.64618600000,"Transit",2014
"EPIC 212737443 c",2.69000000,0.23998573,,0.2800000000,65.55000000000,"Transit",2019
"Kepler-316 b",1.06000000,0.09500000,,0.0270000000,2.24050800000,"Transit",2014
"Kepler-598 b",1.50000000,0.13382104,,,3.70175428000,"Transit",2016
"GJ 649 b",,,81.99972901,1.1120000000,600.10000000000,"Radial Velocity",2009
"K2-197 b",2.56000000,0.22838790,,0.0806000000,8.35788100000,"Transit",2018
"HD 27631 b",,,474.83802000,3.2420000000,2198.14000000000,"Radial Velocity",2012
"TOI-3682 b",12.80065596,1.14200000,69.28659273,0.0480000000,3.34624060000,"Transit",2025
"K2-15 b",2.48000000,0.22125078,,0.0910000000,11.81040000000,"Transit",2015
"HD 183579 b",3.49000000,0.31135748,20.40000000,0.1322000000,17.47129100000,"Transit",2021
"WASP-60 b",9.86392000,0.88000000,174.80650000,,4.30500000000,"Transit",2012
"Kepler-1902 b",1.17563613,0.10488341,,,3.82222008700,"Transit",2021
"Kepler-1957 b",0.94374867,0.08419576,,,2.18661999700,"Transit",2021
"Kepler-301 b",1.35000000,0.12000000,,0.0360000000,2.50855300000,"Transit",2014
"TIC 18942729 b",2.00021315,0.17844737,,,0.99817838064,"Transit",2026
"TOI-1937 A b",13.97759893,1.24700000,638.83509807,0.0193200000,0.94667944000,"Transit",2023
"KIC 7917485 b",,,3750.39400000,,840.00000000000,"Pulsation Timing Variations",2016
"Kepler-160 d",,,100.00000000,0.1700000000,30.00000000000,"Transit Timing Variations",2020
"KOI-1843.03",0.61000000,0.05442065,8.00000000,,0.17689130000,"Transit",2013
"WASP-129 b",10.42437000,0.93000000,317.83000000,0.0628000000,5.74814500000,"Transit",2016
"Kepler-1380 b",1.43000000,0.12757605,,,10.31082450000,"Transit",2016
"Kepler-1430 b",1.18000000,0.10527255,,,2.46050993000,"Transit",2016
"HD 164922 c",,,13.00000000,0.3410000000,75.74000000000,"Radial Velocity",2016
"K2-330 b",2.77000000,0.24712327,,,13.77479800000,"Transit",2021
"Kepler-251 e",2.77000000,0.24700000,,0.4040000000,99.64016100000,"Transit",2014
"Kepler-543 b",2.50000000,0.22303506,,,13.89961966000,"Transit",2016
"Kepler-1267 b",3.01000000,0.26853421,,,13.03139450000,"Transit",2016
"K2-317 b",2.93000000,0.26139709,,0.0542000000,6.22000000000,"Transit",2020
"Kepler-116 c",2.30000000,0.20500000,,0.1160000000,13.07163000000,"Transit",2014
"HD 12235 c",,,3135.69506346,22.2100000000,36336.70679000000,"Radial Velocity",2022
"Kepler-4 b",4.00200000,0.35700000,24.47200000,0.0456000000,3.21346000000,"Transit",2009
"HD 10180 d",,,12.01397400,0.1285900000,16.35700000000,"Radial Velocity",2010
"HD 11964 b",,,198.00000000,3.1600000000,1945.00000000000,"Radial Velocity",2005
"CoRoT-7 c",,,8.40000000,0.0460000000,3.69800000000,"Radial Velocity",2009
"K2-74 b",2.31000000,0.20608440,,0.1402000000,19.56660000000,"Transit",2016
"Kepler-1674 b",3.20577490,0.28600008,,,62.56110000000,"Transit",2020
"GJ 2030 c",,,4069.15709482,16.7610000000,25533.11353000000,"Radial Velocity",2022
"Kepler-97 b",1.48000000,0.13200000,3.51000000,,2.58664000000,"Transit",2014
"Kepler-457 d",2.98467257,0.26627511,,,10.69060040000,"Transit",2021
"HD 73344 c",,,118.54999581,0.3388000000,65.94000000000,"Radial Velocity",2025
"TOI-1683.01",2.63820000,0.23510942,,0.0365075930,3.05753560000,"Transit",2024
"K2-368 c",1.36100000,0.12142050,,,9.66018600000,"Transit",2022
"NGTS-30 b",10.40193409,0.92800000,305.11527072,0.4080000000,98.29838000000,"Transit",2024
"Kepler-219 d",2.81000000,0.25100000,,0.2720000000,47.90364500000,"Transit",2014
"Kepler-673 b",6.54000000,0.58345972,,,3.72873109300,"Transit",2016
"K2-158 b",2.64000000,0.23552502,,0.0887000000,10.06049000000,"Transit",2018
"K2-276 b",3.77000000,0.33633687,,0.1291000000,18.71826900000,"Transit",2018
"Kepler-1990 c",0.98000000,0.08742989,,0.0504000000,4.06844957000,"Transit",2023
"Kepler-680 b",2.42000000,0.21589794,,,3.68992629100,"Transit",2016
"Kepler-1293 b",0.97000000,0.08653760,,,5.57654784000,"Transit",2016
"Kepler-571 b",2.64000000,0.23552502,,,4.79859938800,"Transit",2016
"TOI-2518 b",2.26838675,0.20237226,,,6.89797425216,"Transit",2026
"WISPIT 2 c",17.93436912,1.60000000,3178.28407000,14.0000000000,,"Imaging",2026
"K2-3 c",1.58200000,0.14113683,2.68000000,0.1357000000,24.64672900000,"Transit",2015
"Kepler-489 b",7.72000000,0.68873227,,,17.27629611900,"Transit",2016
"TYC 1422-614-1 c",,,3178.00000000,1.3700000000,559.30000000000,"Radial Velocity",2014
"HD 1502 b",,,874.03250000,1.2620000000,428.50000000000,"Radial Velocity",2011
"HD 219134 b",1.60200000,0.14292087,4.74000000,0.0387600000,3.09292600000,"Radial Velocity",2015
"Kepler-1872 b",2.38421141,0.21270546,,,3.82591009100,"Transit",2021
"TOI-4561 b",1.77789214,0.15861319,,,8.93547936706,"Transit",2026
"Kepler-1733 b",3.63582354,0.32436701,,,9.22957992600,"Transit",2021
"Kepler-1478 b",1.73000000,0.15434026,,,26.08405940000,"Transit",2016
"TOI-892 b",11.99363000,1.07000000,301.93850000,0.0920000000,10.62656000000,"Transit",2020
"Kepler-1534 b",1.89000000,0.16861451,,,5.71668872000,"Transit",2016
"Kepler-1254 c",1.30000000,0.11597823,,,3.60084276000,"Transit",2016
"Kepler-1277 b",1.60000000,0.14274244,,,40.83650120000,"Transit",2016
"Kepler-334 c",1.43000000,0.12800000,,0.1070000000,12.75800500000,"Transit",2014
"KMT-2018-BLG-0247L b",,,670.61793877,2.4600000000,,"Microlensing",2022
"HD 4203 c",,,689.66000000,6.9500000000,6700.00000000000,"Radial Velocity",2014
"Kepler-394 d",1.50066814,0.13388087,,,5.61358022700,"Transit",2021
"EPIC 220554210 c",1.60000000,0.14274268,,,0.70531000000,"Transit",2019
"HD 62364 b",,,5965.63919939,6.1500000000,5138.00000000000,"Radial Velocity",2022
"HD 184010 d",,,143.02278315,1.9200000000,836.40000000000,"Radial Velocity",2022
"HD 147513 b",,,385.00000000,1.3200000000,528.40000000000,"Radial Velocity",2003
"HD 143105 b",,,384.57430000,0.0379000000,2.19740000000,"Radial Velocity",2016
"HD 136118 b",,,4164.18778851,2.3270000000,1187.59765000000,"Radial Velocity",2022
"HD 158259 c",,,5.60000000,,3.43200000000,"Radial Velocity",2020
"HD 158259 b",,,2.22000000,,2.17800000000,"Radial Velocity",2020
"HD 159868 c",,,244.09344000,1.0320000000,351.00000000000,"Radial Velocity",2012
"HD 160691 b",,,1366.66215010,,645.00000000000,"Radial Velocity",2000
"HD 163607 b",,,249.05158800,0.3620000000,75.22030000000,"Radial Velocity",2012
"HD 168009 b",,,9.53485221,0.1192000000,15.14790000000,"Radial Velocity",2021
"GJ 740 b",,,2.96000000,0.0290000000,2.37756000000,"Radial Velocity",2021
"HD 190360 d",,,11.90000000,0.3886000000,88.69000000000,"Radial Velocity",2026
"HD 189567 b",,,8.50000000,0.1110000000,14.28800000000,"Radial Velocity",2021
"Kepler-1490 b",3.04000000,0.27121063,,,92.43629730000,"Transit",2016
"K2-389 c",2.04000000,0.18199692,,,20.85133700000,"Transit",2022
"Kepler-1245 b",1.44000000,0.12846820,,,4.35409304000,"Transit",2016
"Kepler-1010 b",2.32000000,0.20697654,,,34.26857050000,"Transit",2016
"K2-175 b",2.03803688,0.18182147,,,9.52598800000,"Transit",2018
"TOI-813 b",6.71000000,0.59862610,,0.4230000000,83.89110000000,"Transit",2020
"GJ 1252 b",1.19300000,0.10643251,1.32000000,,0.51823310000,"Transit",2020
"Kepler-258 b",4.06000000,0.36200000,,0.1030000000,13.19722000000,"Transit",2014
"HD 94834 b",,,400.46580000,2.7400000000,1576.00000000000,"Radial Velocity",2018
"Kepler-480 b",2.78000000,0.24801499,,,4.91958379500,"Transit",2016
"HD 104067 b",,,62.10000000,0.2674000000,55.85100000000,"Radial Velocity",2011
"Proxima Cen d",,,0.26000000,0.0288100000,5.12338000000,"Radial Velocity",2025
"Kepler-351 d",2.72000000,0.24266215,,,142.54424700000,"Transit",2016
"Gliese 48 b",,,8.11000000,0.1752000000,39.62990000000,"Radial Velocity",2026
"Kepler-1810 b",3.91815325,0.34955482,,,101.13300320000,"Transit",2021
"Kepler-11 b",1.80000000,0.16100000,1.90000000,0.0910000000,10.30390000000,"Transit",2010
"Kepler-1207 b",1.62000000,0.14452672,,,13.68237119000,"Transit",2016
"TOI-4940 b",6.61000000,0.58970572,89.00000000,0.1650000000,25.86781100000,"Transit",2025
"EPIC 249893012 d",3.94000000,0.35150326,10.18000000,0.2200000000,35.74700000000,"Transit",2020
"Kepler-339 c",1.15000000,0.10300000,,0.0690000000,6.98805500000,"Transit",2014
"SPECULOOS-3 b",0.97700000,0.08716225,,0.0073300000,0.71912603000,"Transit",2024
"G 261-6 b",,,1.37000000,0.0297100000,5.45360000000,"Radial Velocity",2025
"Kepler-165 b",2.32000000,0.20700000,,0.0720000000,8.18084800000,"Transit",2014
"Kepler-421 b",4.16000000,0.37100000,,1.2190000000,704.19840000000,"Transit",2014
"HATS-15 b",12.38594500,1.10500000,689.69110000,0.0271200000,1.74748753000,"Transit",2016
"HD 87883 b",,,2005.49724817,3.7700000000,3006.00000000000,"Radial Velocity",2009
"WASP-33 b",17.85593700,1.59300000,665.21819000,0.0239000000,1.21987000000,"Transit",2010
"HD 10180 g",,,23.26515600,1.4270000000,604.67000000000,"Radial Velocity",2010
"NGTS-1 b",14.90797000,1.33000000,258.07796000,0.0326000000,2.64729800000,"Transit",2017
"Kepler-783 c",2.33153725,0.20800582,,,7.05395000000,"Transit",2020
"TOI-1470 b",2.18000000,0.19448691,7.32000000,0.0285000000,2.52709300000,"Transit",2023
"K2-343 b",1.65000000,0.14720339,,,2.78717400000,"Transit",2021
"K2-80 d",2.55211506,0.22768446,,,28.86725300000,"Transit",2018
"Kepler-763 c",1.42000000,0.12668413,,0.0466000000,4.09667624000,"Transit",2023
"Kepler-649 b",2.26000000,0.20162370,,,29.90722674000,"Transit",2016
"Kepler-1264 b",1.18000000,0.10527255,,,0.96852602300,"Transit",2016
"Kepler-374 b",1.03000000,0.09200000,,0.0290000000,1.89780600000,"Transit",2014
"Kepler-1825 b",1.42200732,0.12686321,,,1.02586996600,"Transit",2021
"HD 28109 c",4.13000000,0.36845456,9.20000000,,55.99712000000,"Transit",2022
"TOI-1860 b",1.31000000,0.11687057,,0.0204000000,1.06621070000,"Transit",2022
"Kepler-309 c",2.51000000,0.22400000,,0.4010000000,105.35638300000,"Transit",2014
"TOI-1011 b",1.45000000,0.12936056,4.04000000,,2.47049800000,"Transit",2025
"NGTS-32 b",15.91675259,1.42000000,181.16219199,0.0440000000,3.31211000000,"Transit",2025
"K2-178 b",3.55790985,0.31741546,,,8.74781800000,"Transit",2018
"Kepler-1232 b",1.93000000,0.17218307,,,26.78391830000,"Transit",2016
"Kepler-124 b",0.73000000,0.06500000,,0.0390000000,3.41049300000,"Transit",2014
"HD 67087 b",,,973.00000000,1.0800000000,352.20000000000,"Radial Velocity",2015
"Kepler-1269 b",1.63000000,0.14541886,,,37.33315360000,"Transit",2016
"HD 37124 c",,,207.22516000,1.7100000000,885.50000000000,"Radial Velocity",2002
"HD 181720 b",,,127.13200000,1.8500000000,956.00000000000,"Radial Velocity",2009
"Kepler-121 c",2.27000000,0.20300000,,0.2160000000,41.00801100000,"Transit",2014
"Kepler-285 c",1.12000000,0.10000000,,0.0640000000,6.18667600000,"Transit",2014
"Kepler-49 d",1.60000000,0.14300000,,0.0310000000,2.57654900000,"Transit",2014
"TOI-938 b",4.82401567,0.43037059,,,8.80733882211,"Transit",2026
"HD 10647 b",,,298.75000000,2.0150000000,989.20000000000,"Radial Velocity",2006
"WASP-182 b",9.52765000,0.85000000,47.03884000,0.0451000000,3.37698480000,"Transit",2019
"HAT-P-47 b",14.71739166,1.31300000,65.47265184,,4.73217441000,"Transit",2026
"WASP-183 b",16.47723000,1.47000000,159.55066000,0.0463200000,4.11177710000,"Transit",2019
"HATS-59 c",,,4036.44100000,2.5040000000,1422.00000000000,"Radial Velocity",2018
"Kepler-798 b",2.39000000,0.21322152,,,13.71933369000,"Transit",2016
"Kepler-1732 b",4.09903273,0.36569184,,,32.31240082000,"Transit",2021
"WASP-45 b",10.60371400,0.94600000,306.38812000,0.0396300000,3.12608900000,"Transit",2011
"K2-407 c",1.36000000,0.12133128,,,9.22453000000,"Transit",2022
"Kepler-868 b",2.05000000,0.18288875,,,5.03251791000,"Transit",2016
"K2-345 b",2.11000000,0.18824192,,,10.36743700000,"Transit",2021
"Kepler-1871 b",2.42172881,0.21605255,,,1.95270001900,"Transit",2021
"HD 115404 A b",,,30.82935548,0.0880000000,10.49488000000,"Radial Velocity",2022
"HATS-8 b",9.78545700,0.87300000,43.86054000,0.0466700000,3.58389300000,"Transit",2015
"Kepler-1105 b",2.01000000,0.17932019,,,4.42157218200,"Transit",2016
"OGLE-TR-56 b",15.27800000,1.36301421,441.77000000,0.0238300000,1.21191890000,"Transit",2002
"HD 8326 b",,,66.60000000,0.5330000000,158.99100000000,"Radial Velocity",2019
"Qatar-6 b",11.90395800,1.06200000,212.31044000,0.0423000000,3.50619500000,"Transit",2017
"Kepler-177 c",8.73000000,0.77883843,14.70000000,,49.40926000000,"Transit",2013
"OGLE-2017-BLG-1434L b",,,4.43000000,1.1800000000,,"Microlensing",2018
"KMT-2023-BLG-0469L b",,,39.41072247,2.3100000000,,"Microlensing",2024
"Kepler-789 b",2.12000000,0.18913373,,,8.63847725000,"Transit",2016
"Kepler-401 c",2.15000000,0.19200000,,0.2690000000,47.31821800000,"Transit",2014
"Kepler-759 b",2.27000000,0.20251584,,,41.80598500000,"Transit",2016
"Kepler-465 b",2.95000000,0.26318137,,,9.94067246600,"Transit",2016
"Kepler-1369 b",2.69000000,0.23998573,,,25.87314800000,"Transit",2016
"Kepler-1276 b",1.19000000,0.10616469,,,12.57200950000,"Transit",2016
"HD 204313 b",,,1466.77809830,3.1850000000,2041.11539000000,"Radial Velocity",2010
"Kepler-694 b",2.80000000,0.24979927,,,6.36584161200,"Transit",2016
"Kepler-1042 b",2.19000000,0.19537871,,,10.13202575000,"Transit",2016
"TOI-1820 b",12.77823800,1.14000000,731.00533610,0.0610000000,4.86067400000,"Transit",2022
"TOI-3664 b",13.69737442,1.22200000,114.41822652,0.0431000000,3.29748390000,"Transit",2026
"Kepler-1734 b",3.08851092,0.27553896,,,6.79685020400,"Transit",2021
"G 268-110 b",,,1.52000000,0.0128300000,1.43263000000,"Radial Velocity",2025
"Kepler-1406 b",1.10000000,0.09813543,,,11.62905828000,"Transit",2016
"Kepler-282 c",1.20000000,0.10700000,,0.1060000000,13.63872300000,"Transit",2014
"Kepler-449 c",2.76400000,0.24658756,,,33.67270000000,"Transit",2015
"iot Dra b",,,3756.73177074,1.4530000000,510.85440000000,"Radial Velocity",2002
"Kepler-336 b",1.02000000,0.09100000,,0.0330000000,2.02482300000,"Transit",2014
"K2-183 c",2.30000000,0.20519261,,,10.78799200000,"Transit",2018
"Kepler-786 b",2.43000000,0.21679008,,,53.52934870000,"Transit",2016
"Kepler-553 b",4.74139884,0.42300000,116.00736855,0.0476600000,4.03046700000,"Transit",2016
"Kepler-1799 b",4.12801189,0.36827719,,,11.92969990000,"Transit",2021
"Kepler-1498 b",1.33000000,0.11865465,,,48.05140500000,"Transit",2016
"Kepler-1315 c",1.84398883,0.16450995,,,6.56606006600,"Transit",2021
"Kepler-1392 b",1.96000000,0.17485949,,,15.14103970000,"Transit",2016
"K2-73 b",2.58000000,0.23017258,9.20000000,,7.49556000000,"Transit",2016
"Kepler-604 b",2.59000000,0.23106432,,,25.85501786000,"Transit",2016
"K2-389 b",2.33000000,0.20786903,,,8.58289000000,"Transit",2022
"HD 111591 b",,,1398.45200000,2.5000000000,1056.40000000000,"Radial Velocity",2017
"HD 217107 b",,,459.57987652,0.0735900000,7.12701660000,"Radial Velocity",1998
"HAT-P-19 b",11.29865255,1.00800000,88.03846874,0.0459900000,4.00878322000,"Transit",2010
"HD 63433 b",2.14000000,0.19100000,21.75500000,,7.10794750000,"Transit",2020
"TOI-1853 b",3.46000000,0.30868106,73.20000000,0.0213000000,1.24362580000,"Transit",2023
"Gl 686 b",,,6.62400000,0.0910000000,15.53000000000,"Radial Velocity",2018
"K2-248 b",2.57000000,0.22928004,,0.0699000000,7.17256000000,"Transit",2018
"K2-354 b",1.56000000,0.13917412,,,3.79330600000,"Transit",2021
"K2-84 c",2.03000000,0.18110447,,0.1768000000,27.86000000000,"Transit",2016
"TOI-4551 b",11.85910158,1.05800000,473.56432643,0.0994000000,9.95581000000,"Transit",2023
"Kepler-326 d",1.21000000,0.10800000,,0.0660000000,6.76688800000,"Transit",2014
"Kepler-735 b",2.95000000,0.26318137,,,11.51516988000,"Transit",2016
"Kepler-923 b",1.38000000,0.12311535,,,6.93366476000,"Transit",2016
"HAT-P-43 b",13.63000000,1.21598925,,0.0444000000,3.33264140000,"Transit",2012
"WASP-101 b",16.02887000,1.43000000,162.09330000,,3.58572000000,"Transit",2014
"Kepler-255 c",2.99000000,0.26700000,,0.0920000000,9.94604700000,"Transit",2014
"Kepler-872 b",1.99000000,0.17753591,,,2.57885506800,"Transit",2016
"TOI-1758 b",3.62000000,0.32295532,,0.1414090000,20.70507468500,"Transit",2024
"TOI-5704 b",3.22740000,0.28792984,,,3.77111600000,"Transit",2023
"Kepler-981 b",2.31000000,0.20608440,,,4.46975773600,"Transit",2016
"Kepler-1332 b",1.37000000,0.12222321,,,11.87456832000,"Transit",2016
"KELT-2 A b",15.13215000,1.35000000,540.31100000,,4.11379000000,"Transit",2012
"Kepler-250 b",1.13000000,0.10100000,,0.0480000000,4.14814100000,"Transit",2014
"Kepler-886 b",1.52000000,0.13560532,,,6.24146367000,"Transit",2016
"Kepler-1195 b",2.08000000,0.18556517,,,8.49642241000,"Transit",2016
"Kepler-668 b",2.70000000,0.24087787,,,8.35390639000,"Transit",2016
"Kepler-1610 b",1.61000000,0.14363458,,,8.70181574000,"Transit",2016
"TOI-5592 b",17.14974047,1.53000000,285.72773789,0.0393500000,2.60858460000,"Transit",2025
"KIC 9663113 b",4.60000000,0.41038451,,,572.38470000000,"Transit",2015
"HIP 107773 b",,,629.30340000,0.7200000000,144.30000000000,"Radial Velocity",2015
"Kepler-734 b",3.56000000,0.31760193,,,6.10485285600,"Transit",2016
"K2-199 b",1.73000000,0.15434053,6.90000000,0.0382000000,3.22539930000,"Transit",2018
"Kepler-1125 b",1.84000000,0.16415380,,,17.67006420000,"Transit",2016
"Kepler-112 b",2.36000000,0.21100000,,0.0760000000,8.40887800000,"Transit",2014
"TOI-2338 b",11.20898070,1.00000000,1900.61387386,0.1580000000,22.65398000000,"Transit",2023
"Kepler-249 b",1.09000000,0.09700000,,0.0350000000,3.30653900000,"Transit",2014
"Kepler-241 c",2.57000000,0.22900000,,0.1890000000,36.06597800000,"Transit",2014
"TIC 38828280 b",2.62701629,0.23436710,,,4.85558984762,"Transit",2026
"K2-374 c",2.21300000,0.19743098,,,16.43445000000,"Transit",2022
"Kepler-221 b",1.71000000,0.15300000,,0.0370000000,2.79590600000,"Transit",2014
"Kepler-1000 b",4.76000000,0.42465876,,,120.01812720000,"Transit",2016
"NGC 2682 YBP 1514 b",,,127.13200000,,5.11800000000,"Radial Velocity",2014
"HD 116029 b",,,444.96200000,1.6500000000,670.00000000000,"Radial Velocity",2011
"Kepler-1767 b",3.01299077,0.26880149,,,59.65829849000,"Transit",2021
"Kepler-1639 b",2.58000000,0.23017218,,,9.87848200000,"Transit",2016
"PSR B1620-26 b",,,794.57500000,23.0000000000,,"Pulsar Timing",2003
"Proxima Cen b",,,1.05500000,0.0484800000,11.18465000000,"Radial Velocity",2016
"Kepler-246 c",1.50000000,0.13400000,,0.0950000000,11.18716100000,"Transit",2014
"Kepler-40 b",13.11000000,1.17000000,699.20000000,0.0800000000,6.87349000000,"Transit",2010
"TIC 434398831 b",3.51000000,0.31314176,,0.0464100000,3.68550400000,"Transit",2025
"HD 89744 b",,,2653.88050000,0.9170000000,256.78000000000,"Radial Velocity",1999
"KMT-2018-BLG-1292L b",,,1400.00000000,6.0300000000,,"Microlensing",2020
"GSC 06214-00210 b",,,5000.00000000,320.0000000000,,"Imaging",2010
"GJ 887 b",,,3.90000000,0.0683000000,9.26190000000,"Radial Velocity",2020
"HD 219828 c",,,5102.41724598,5.6570000000,4789.87297000000,"Radial Velocity",2016
"HD 222155 b",,,673.79960000,5.1400000000,3999.00000000000,"Radial Velocity",2011
"HD 224538 b",,,2075.73732612,2.3750000000,1202.05199000000,"Radial Velocity",2016
"TOI-5624 d",3.58400000,0.31974361,4.90000000,0.1067000000,13.73146800000,"Transit",2026
"Kepler-54 d",1.53000000,0.13600000,,0.1260000000,20.99569400000,"Transit",2014
"TOI-2449 b",11.24000000,1.00200000,222.00000000,0.4500000000,106.14468000000,"Transit",2025
"TIC 142589416 b",2.67899519,0.23900435,,,2.09518466313,"Transit",2026
"Kepler-101 b",5.77000000,0.51000000,51.10000000,0.0474000000,3.48768120000,"Transit",2014
"Kepler-195 b",2.03000000,0.18100000,,0.0770000000,8.30787200000,"Transit",2014
"Kepler-727 b",2.53000000,0.22571148,,,5.15448441700,"Transit",2016
"Kepler-763 b",1.22000000,0.10884111,,,1.19655156000,"Transit",2016
"TOI-954 b",9.55006800,0.85200000,55.30242000,0.0496300000,3.68497290000,"Transit",2020
"HD 95338 b",4.27174254,0.38110000,,,55.08269400000,"Radial Velocity",2020
"HD 13724 c",,,50.85254512,0.5340000000,142.22895000000,"Radial Velocity",2022
"Kepler-928 b",1.59000000,0.14185030,,,3.93246130200,"Transit",2016
"TOI-7155 b",2.40821473,0.21484690,,,3.89489711981,"Transit",2026
"Kepler-1879 b",2.06512018,0.18423800,,,10.61340046000,"Transit",2021
"TOI-6223 b",5.07000000,0.45231588,,0.0401800000,3.85521900000,"Transit",2025
"Kepler-1295 b",1.55000000,0.13828174,,,3.81371974000,"Transit",2016
"Kepler-1319 b",1.34000000,0.11954679,,,2.88676264500,"Transit",2016
"WASP-154 b",10.76062147,0.96000000,198.96058278,0.0440000000,3.81167800000,"Transit",2025
"K2-126 b",1.97000000,0.17575163,,0.0656000000,7.38565500000,"Transit",2017
"Kepler-49 c",2.44400000,0.21803945,8.38000000,,10.91000000000,"Transit",2012
"Kepler-1536 b",3.14000000,0.28013204,,,364.75803100000,"Transit",2016
"TOI-1669 c",2.29639770,0.20487123,13.00000000,0.0376000000,2.68005350000,"Transit",2024
"HD 48948 b",,,4.88000000,0.0652000000,7.34013000000,"Radial Velocity",2024
"Kepler-729 b",3.58000000,0.31938621,,,3.16635371400,"Transit",2016
"Kepler-1669 d",1.22000000,0.10884130,,0.0468000000,4.72941177000,"Transit",2023
"TOI-3023 b",16.43236571,1.46600000,197.05361234,0.0505000000,3.90149710000,"Transit",2023
"K2-110 b",2.59200000,0.23124315,15.90000000,0.1020700000,13.86375000000,"Transit",2017
"K2-46 b",2.05000000,0.18288875,,0.1382100000,19.15410000000,"Transit",2016
"HAT-P-63 b",12.54284940,1.11900000,195.14664190,0.0429400000,3.37772800000,"Transit",2021
"Kepler-967 b",2.35000000,0.20965296,,,13.22713379000,"Transit",2016
"Kepler-292 b",1.32000000,0.11800000,,0.0350000000,2.58082700000,"Transit",2014
"HIP 39017 b",,,7500.75040520,22.1000000000,31000.00000000000,"Imaging",2024
"Kepler-245 d",3.03000000,0.27000000,,0.2020000000,36.27710800000,"Transit",2014
"HD 215497 b",,,6.35660000,0.0500000000,3.93404000000,"Radial Velocity",2009
"Kepler-180 b",1.50000000,0.13400000,,0.1090000000,13.81712400000,"Transit",2014
"Kepler-1632 b",2.47000000,0.22035864,,,448.30355800000,"Transit",2016
"KOINTREAU-4 b",,,4862.77462710,182.0000000000,,"Imaging",2026
"GJ 163 b",,,10.60000000,0.0607000000,8.63182000000,"Radial Velocity",2013
"Kepler-101 c",1.25000000,0.11200000,3.78000000,0.0684000000,6.02976000000,"Transit",2014
"K2-231 b",2.50000000,0.22303506,,,13.84190100000,"Transit",2018
"WASP-144 b",9.52765000,0.85000000,139.84520000,0.0316000000,2.27831520000,"Transit",2018
"TIC 88692598 b",1.81295951,0.16174169,,,2.64909436758,"Transit",2026
"HD 171028 b",,,832.71460000,1.3200000000,550.00000000000,"Radial Velocity",2007
"Kepler-848 b",1.70000000,0.15166384,,,6.91134416000,"Transit",2016
"HD 111998 b",,,1525.57635360,1.9100000000,810.00000000000,"Radial Velocity",2016
"ITG 15 b",,,6674.39654700,435.0000000000,,"Imaging",2024
